Nome_entidade,Cidade,Dependencia_adm,Localizacao,Numero_de_alunos,porte_da_escola,numero_de_participantes_no_enem,taxa_de_participacao,indicador_de_permanencia_na_escola,indicador_nivel_socioeconomico,faixa_indicador_de_formacao_docente,indicador_de_formacao_docente,taxa_de_aprovacao,taxa_de_reprovacao,taxa_de_abandono,Linguagem,Redacao,Matematica,Humanas,Natureza
EEB PROFº FRANCISCO BRASINHA DIAS,BELMONTE,Estadual,Urbana,30,De 1 a 30 alunos,20,"66,67",80% ou mais,Médio,Maior que 50%,"73,6","94,2","4,8",1,"482,74",424,"479,25","517,06","478,37"
IFSC - CAMPUS CHAPECO,CHAPECO,Federal,Urbana,11,De 1 a 30 alunos,11,100,Menos de 20%,Alto,Maior que 50%,95,"87,8","7,6","4,6","580,88","705,45","638,27","641,31","580,16"
EEB JOSE ZANCHETTI,ABDON BATISTA,Estadual,Urbana,26,De 1 a 30 alunos,20,"76,92",80% ou mais,Médio Alto,Até 50%,50,"88,2","5,5","6,3","509,79",486,"482,35","558,26","473,76"
EEM SEMENTE DA CONQUISTA,ABELARDO LUZ,Estadual,Rural,21,De 1 a 30 alunos,12,"57,14",80% ou mais,Médio Baixo,Maior que 50%,"69,4","68,2","25,6","6,2","485,06",490,"441,49",515,"448,08"
EEB PROFº ANACLETO DAMIANI,ABELARDO LUZ,Estadual,Urbana,120,Mais que 90 alunos,66,55,De 60% a 80%,Médio Alto,Maior que 50%,"74,1","67,9","16,6","15,5","494,83","503,64","425,98","516,9","468,63"
EEB PEDRO AMERICO,AGROLANDIA,Estadual,Urbana,85,De 61 a 90 alunos,44,"51,76",80% ou mais,Alto,Até 50%,"44,4",76,"23,1","0,9","505,38","435,45","448,3","536,4","477,18"
EEB SAO JOAO,AGROLANDIA,Estadual,Urbana,19,De 1 a 30 alunos,10,"52,63",80% ou mais,Alto,Até 50%,"46,4","69,3","28,9","1,8","482,09",388,"471,47","519,34","492,6"
EEB MARIA REGINA DE OLIVEIRA,AGRONOMICA,Estadual,Urbana,47,De 31 a 60 alunos,29,"61,7",80% ou mais,Alto,Maior que 50%,"50,8","79,1",20,"0,9","524,23","515,17","462,73","552,58","495,73"
CEDUP PROF JALDYR B F DA SILVA,AGUA DOCE,Estadual,Rural,51,De 31 a 60 alunos,35,"68,63",80% ou mais,Médio Alto,Maior que 50%,"53,6","97,3","2,2","0,5","474,46","465,14","493,33","540,03","512,67"
EEB IRINEU BORNHAUSEN,AGUAS DE CHAPECO,Estadual,Urbana,46,De 31 a 60 alunos,31,"67,39",80% ou mais,Médio Alto,Maior que 50%,"54,5","77,4","15,4","7,2","488,32","430,32","473,95","548,08","476,31"
EEB SETE DE SETEMBRO,AGUAS FRIAS,Estadual,Urbana,27,De 1 a 30 alunos,23,"85,19",80% ou mais,Médio Alto,Até 50%,43,90,5,5,"484,79","393,91","453,18","541,42","494,84"
EEB CONSELHEIRO MANOEL PHILIPPI,AGUAS MORNAS,Estadual,Urbana,37,De 31 a 60 alunos,22,"59,46",80% ou mais,Alto,Maior que 50%,"82,1","92,4","6,8","0,8","513,36","506,36","491,89","547,91","485,34"
ESCOLA DE EDUCACAO BASICA SILVA JARDIM,ALFREDO WAGNER,Estadual,Urbana,66,De 61 a 90 alunos,42,"63,64",80% ou mais,Médio Alto,Até 50%,"48,6","72,4","21,8","5,8","508,5","505,24","473,06","552,52","493,61"
EEB TEIXEIRA DE FREITAS,ALTO BELA VISTA,Estadual,Urbana,17,De 1 a 30 alunos,15,"88,24",80% ou mais,Médio Alto,Até 50%,"30,8","95,7",0,"4,3","497,45",536,"475,63","535,49","485,13"
EEB PROF OSNI PAULINO DA SILVA,ANCHIETA,Estadual,Urbana,53,De 31 a 60 alunos,36,"67,92",80% ou mais,Médio Alto,Maior que 50%,"50,4","80,8","16,5","2,7","488,03","427,78","497,68","539,01","484,78"
EEB NORBERTO TEODORO DE MELO,ANGELINA,Estadual,Rural,19,De 1 a 30 alunos,11,"57,89",80% ou mais,Médio,Maior que 50%,"58,3","83,1","15,7","1,2","473,65","374,55","452,23","500,31","488,88"
EEB ISIDORO SILVA,ANITA GARIBALDI,Estadual,Rural,26,De 1 a 30 alunos,14,"53,85",80% ou mais,Médio,Maior que 50%,"79,2","91,9","7,1",1,"472,08","334,29","452,26","491,36","453,71"
EEB PE ANTONIO VIEIRA,ANITA GARIBALDI,Estadual,Urbana,76,De 61 a 90 alunos,40,"52,63",80% ou mais,Médio Alto,Maior que 50%,54,"84,3","8,2","7,5","499,19","441,5","426,56","535,09","438,3"
EEB ALTINO FLORES,ANITAPOLIS,Estadual,Urbana,40,De 31 a 60 alunos,27,"67,5",80% ou mais,Médio Alto,Até 50%,"47,5","84,6","6,8","8,6","493,32","447,41","467,7","527,32","485,86"
EEB ALTAMIRO GUIMARAES,ANTONIO CARLOS,Estadual,Urbana,153,Mais que 90 alunos,103,"67,32",80% ou mais,Alto,Maior que 50%,"69,4","87,2","9,6","3,2","523,38","586,41","520,26","564,94","492,4"
EEB SAO JOAO BOSCO,APIUNA,Estadual,Urbana,87,De 61 a 90 alunos,44,"50,57",80% ou mais,Alto,Maior que 50%,"52,1","80,8","12,5","6,7","495,53","449,55","460,1","535,68","462,56"
EEB ARABUTA,ARABUTA,Estadual,Urbana,24,De 1 a 30 alunos,16,"66,67",80% ou mais,Médio Alto,Maior que 50%,"61,8","93,5","5,4","1,1","511,81",485,"518,73","550,37","516,46"
EEB MARCOLINO PEDROSO,ARABUTA,Estadual,Urbana,17,De 1 a 30 alunos,10,"58,82",80% ou mais,Médio Alto,Maior que 50%,"61,5","98,3","1,7",0,"533,48",544,"499,67","571,23","483,75"
INSTITUTO FEDERAL CATARINENSE - CAMPUS ARAQUARI,ARAQUARI,Federal,Urbana,116,Mais que 90 alunos,110,"94,83",80% ou mais,Alto,Maior que 50%,"89,9","92,4","7,6",0,"559,08",594,"556,7","607,46","554,25"
INSTITUTO ADVENTISTA DE ENSINO DE SANTA CATARINA,ARAQUARI,Privada,Rural,58,De 31 a 60 alunos,45,"77,59",De 40% a 60%,Alto,Maior que 50%,"62,1","96,2","3,2","0,6","542,85","605,78","554,44","591,56","540,01"
EEB BERNARDINO SENA CAMPOS,ARARANGUA,Estadual,Urbana,46,De 31 a 60 alunos,25,"54,35",De 60% a 80%,Médio Alto,Até 50%,"43,9","78,2","9,3","12,5","486,77",432,"446,91","526,14","466,38"
EEB DE ARARANGUA,ARARANGUA,Estadual,Urbana,337,Mais que 90 alunos,184,"54,6",De 60% a 80%,Médio Alto,Maior que 50%,84,"78,4","8,9","12,7","496,11","462,39","449,12","530,68","465,46"
EEB PROFª MARIA GARCIA PESSI,ARARANGUA,Estadual,Urbana,235,Mais que 90 alunos,163,"69,36",80% ou mais,Médio Alto,Maior que 50%,"67,2","77,2","12,8",10,"499,92","470,8","458,49","532,53","487,54"
COLEGIO EXTENSAO X,ARARANGUA,Privada,Urbana,31,De 31 a 60 alunos,30,"96,77",De 60% a 80%,Alto,Maior que 50%,73,94,"4,8","1,2","544,93","524,67","541,54","585,79","529,61"
COLEGIO MURIALDO,ARARANGUA,Privada,Urbana,69,De 61 a 90 alunos,63,"91,3",80% ou mais,Muito Alto,Maior que 50%,"69,1","94,5","4,6","0,9","568,33","642,22","582,87","612,97","557,77"
CENTRO EDUCACIONAL FUTURAO,ARARANGUA,Privada,Urbana,22,De 1 a 30 alunos,20,"90,91",De 60% a 80%,Alto,Até 50%,50,"90,3","5,6","4,1","544,12",580,"585,85","610,08","522,41"
EEB MONS FRANCISCO GIESBERTS,ARMAZEM,Estadual,Urbana,71,De 61 a 90 alunos,38,"53,52",80% ou mais,Médio Alto,Até 50%,"47,2","80,6","8,1","11,3","488,72","507,89","466,43","530,52","465,08"
EEB GOV BORNHAUSEN,ARROIO TRINTA,Estadual,Urbana,54,De 31 a 60 alunos,37,"68,52",80% ou mais,Médio Alto,Maior que 50%,"63,7","86,9","6,5","6,6","488,12","486,49","469,99","534,99","479,4"
EEB PROF BENTA CARDOSO,ARVOREDO,Estadual,Urbana,24,De 1 a 30 alunos,19,"79,17",80% ou mais,Médio Alto,Até 50%,25,"91,8","8,2",0,"485,79","405,26","482,33","533,26","469,46"
EEB DR FREDERICO ROLLA,ATALANTA,Estadual,Urbana,49,De 31 a 60 alunos,33,"67,35",80% ou mais,Médio Alto,Até 50%,28,"82,9","14,3","2,8","502,33","516,36","468,68","550,5","471,71"
EEB WALTER PROBST,AURORA,Estadual,Urbana,59,De 31 a 60 alunos,35,"59,32",80% ou mais,Médio Alto,Até 50%,"38,4","71,3","26,8","1,9","522,65","514,29","519,47","569,3","501,75"
EEB DOM GREGORIO WARMELING,BALNEARIO BARRA DO SUL,Estadual,Urbana,78,De 61 a 90 alunos,45,"57,69",De 60% a 80%,Médio Alto,Maior que 50%,"63,7","71,7","18,4","9,9","483,46","410,22","430,7","521,59","457,99"
EEB PROFº LAUREANO PACHECO,BALNEARIO CAMBORIU,Estadual,Urbana,174,Mais que 90 alunos,100,"57,47",De 60% a 80%,Médio Alto,Maior que 50%,"65,4","83,2","10,9","5,9","504,2",432,"459,32","542,18","472,83"
EEB RUIZELIO CABRAL,BALNEARIO CAMBORIU,Estadual,Urbana,72,De 61 a 90 alunos,39,"54,17",80% ou mais,Médio,Maior que 50%,"59,4","72,1",14,"13,9","505,42","484,62","473,95","542,61","480,85"
EEB PROFª FRANCISCA ALVES GEVAERD,BALNEARIO CAMBORIU,Estadual,Urbana,75,De 61 a 90 alunos,50,"66,67",80% ou mais,Médio Alto,Maior que 50%,"65,4","82,6","6,4",11,"470,76","456,8","432,35","525,32","461,36"
EEB PROFª MARIA DA GLORIA PEREIRA,BALNEARIO CAMBORIU,Estadual,Urbana,195,Mais que 90 alunos,118,"60,51",De 60% a 80%,Médio Alto,Até 50%,"48,8","69,8","18,5","11,7","524,41","484,07","492,71","560,62","484,58"
COLEGIO UNIFICADO,BALNEARIO CAMBORIU,Privada,Urbana,76,De 61 a 90 alunos,41,"53,95",De 60% a 80%,Muito Alto,Até 50%,"43,8","93,2","6,8",0,"546,63","562,44","560,9","583,26","545,3"
COLEGIO MARGIRUS,BALNEARIO CAMBORIU,Privada,Urbana,26,De 1 a 30 alunos,18,"69,23",De 60% a 80%,Muito Alto,Maior que 50%,"51,5","92,2","5,8",2,"537,11","515,56","527,29","571,08","506,45"
SOCIEDADE EDUC BALNEARIO CAMBORIU,BALNEARIO CAMBORIU,Privada,Urbana,174,Mais que 90 alunos,142,"81,61",De 40% a 60%,Muito Alto,Maior que 50%,"57,7","97,6","2,4",0,"574,65","664,23","604,87","613,56","577,53"
COLEGIO DE APLICACAO UNIVALI,BALNEARIO CAMBORIU,Privada,Urbana,44,De 31 a 60 alunos,28,"63,64",De 60% a 80%,Alto,Até 50%,"48,8","95,1","3,3","1,6","510,74","550,71","536,78","576,27","532,3"
COLEGIO CONHECER,BALNEARIO CAMBORIU,Privada,Urbana,32,De 31 a 60 alunos,28,"87,5",De 20% a 40%,Alto,Até 50%,"41,7","93,4","6,6",0,"525,22","536,43","478,99","549,28","508,57"
EEB PRAIA DA GAIVOTA,BALNEARIO GAIVOTA,Estadual,Urbana,58,De 31 a 60 alunos,35,"60,34",80% ou mais,Médio Alto,Maior que 50%,"60,4","79,5","8,7","11,8","496,47",464,"446,03","529,91","477,94"
EEB ALEXANDRE GUILHERME FIGUEREDO,BALNEARIO PICARRAS,Estadual,Urbana,217,Mais que 90 alunos,135,"62,21",De 60% a 80%,Médio Alto,Maior que 50%,"51,4","80,7","8,9","10,4","480,2","439,7","454,45","523,17","463,47"
CENTRO EDUCACIONAL PRISMA,BALNEARIO PICARRAS,Privada,Urbana,15,De 1 a 30 alunos,12,80,De 60% a 80%,Sem informação,Até 50%,"33,3",100,0,0,"518,89","481,67","501,51","548,52","502,28"
CENTRO EDUC CRANDON,BALNEARIO PICARRAS,Privada,Urbana,20,De 1 a 30 alunos,13,65,De 60% a 80%,Alto,Até 50%,"41,7","93,7","6,3",0,"532,23","552,31","560,5","573,08","534,74"
EEB PROFª CECILIA LOTIN,BARRA BONITA,Estadual,Urbana,29,De 1 a 30 alunos,17,"58,62",80% ou mais,Médio,Maior que 50%,"66,7","95,8","2,1","2,1","455,06","437,65","452,32","510,29","452,86"
EEB ESTANISLAU SCHUMANN,BELA VISTA DO TOLDO,Estadual,Urbana,75,De 61 a 90 alunos,46,"61,33",80% ou mais,Médio,Maior que 50%,"57,9","90,9","2,1",7,"481,12","415,22","451,01","511,72","462,33"
EEB TEOFILO NOLASCO DE ALMEIDA,BENEDITO NOVO,Estadual,Urbana,57,De 31 a 60 alunos,33,"57,89",80% ou mais,Alto,Maior que 50%,"55,3","86,8","9,6","3,6","501,12","508,48","488,01","556,45","494,35"
EEM PROFESSORA MARIA DA GLORIA VIRISSIMO DE FARIA,BIGUACU,Estadual,Urbana,266,Mais que 90 alunos,137,"51,5",80% ou mais,Médio Alto,Maior que 50%,"71,7","66,7","25,3",8,"509,65","519,12","468,35","542,05","473,71"
EEB PROFª ELOISA Mª PRAZERES DE FARIA,BIGUACU,Estadual,Urbana,39,De 31 a 60 alunos,21,"53,85",80% ou mais,Médio Alto,Maior que 50%,"52,4","62,3","27,1","10,6","529,36","558,1","493,22","547,53","495,65"
COLEGIO EDUCAR,BIGUACU,Privada,Urbana,91,Mais que 90 alunos,68,"74,73",80% ou mais,Alto,Até 50%,50,"96,1","2,8","1,1","524,51","506,18","506,39","553,81","504,85"
COLEGIO SUPER INCENTIVO LTDA ME,BIGUACU,Privada,Urbana,39,De 31 a 60 alunos,28,"71,79",80% ou mais,Alto,Até 50%,49,"94,4","4,8","0,8","506,12","512,14","509,95","543,89","510,68"
EEB CARLOS TECHENTIN,BLUMENAU,Estadual,Urbana,26,De 1 a 30 alunos,13,50,80% ou mais,Médio Alto,Até 50%,"46,4",63,"27,2","9,8","511,04","576,92","487,11","563,08","500,14"
EEB GOV CELSO RAMOS,BLUMENAU,Estadual,Urbana,89,De 61 a 90 alunos,47,"52,81",80% ou mais,Alto,Até 50%,"45,3","65,9","20,8","13,3","512,47","456,17","470,17","535,5","477,58"
EEB HERCILIO DEEKE,BLUMENAU,Estadual,Urbana,153,Mais que 90 alunos,95,"62,09",80% ou mais,Alto,Maior que 50%,"69,6","60,5","21,9","17,6",500,"482,11","458,31","545,47","467,22"
EEB PE JOSE MAURICIO,BLUMENAU,Estadual,Urbana,129,Mais que 90 alunos,67,"51,94",80% ou mais,Alto,Maior que 50%,"59,1","72,5","16,4","11,1","502,63","458,81","460,35","539,89","473,22"
EEB SANTOS DUMONT,BLUMENAU,Estadual,Urbana,251,Mais que 90 alunos,145,"57,77",80% ou mais,Alto,Maior que 50%,"50,3","75,7","11,7","12,6","519,57","520,55","488,01","551,94","477,84"
EEB ADOLPHO KONDER,BLUMENAU,Estadual,Urbana,173,Mais que 90 alunos,107,"61,85",De 60% a 80%,Alto,Maior que 50%,65,"77,1",17,"5,9","508,22","483,93","478,32","557,82",479
EEB PROFº JOAO WIDEMANN,BLUMENAU,Estadual,Urbana,340,Mais que 90 alunos,219,"64,41",De 60% a 80%,Alto,Maior que 50%,"61,3","74,2","17,9","7,9","520,67","516,62","497,96","559,62","491,69"
EEB LUIZ DELFINO,BLUMENAU,Estadual,Urbana,181,Mais que 90 alunos,106,"58,56",De 40% a 60%,Alto,Maior que 50%,"58,2","65,6","20,8","13,6","518,52","491,7","488,39","550,31","483,88"
EEB PROFº HERIBERTO JOSEPH MULLER,BLUMENAU,Estadual,Urbana,86,De 61 a 90 alunos,50,"58,14",De 60% a 80%,Alto,Maior que 50%,"72,6","59,5","23,7","16,8","502,67","474,4","467,97","539,59","469,89"
EEM PROFª ELZA HENRIQUETA T PACHECO,BLUMENAU,Estadual,Urbana,80,De 61 a 90 alunos,63,"78,75",De 40% a 60%,Alto,Maior que 50%,"67,2","61,6","18,3","20,1","526,62","531,43","506,37","568,36","492,61"
INSTITUTO FEDERAL CATARINENSE CAMPUS BLUMENAU,BLUMENAU,Federal,Urbana,20,De 1 a 30 alunos,18,90,80% ou mais,Sem informação,Maior que 50%,"74,7","84,9","15,1",0,"561,04","562,22","566,51","605,68","553,76"
ESC TECNICA DO VALE DO ITAJAI,BLUMENAU,Municipal,Urbana,151,Mais que 90 alunos,132,"87,42",80% ou mais,Muito Alto,Maior que 50%,"83,2","93,5",6,"0,5","557,06","598,94","558,28","592,83","525,07"
ESC BARAO DO RIO BRANCO,BLUMENAU,Privada,Urbana,87,De 61 a 90 alunos,71,"81,61",80% ou mais,Muito Alto,Maior que 50%,72,"95,8","4,2",0,"585,17","639,72","608,78","618,18","561,76"
COLEGIO BOM JESUS SANTO ANTONIO,BLUMENAU,Privada,Urbana,129,Mais que 90 alunos,122,"94,57",80% ou mais,Muito Alto,Maior que 50%,"58,3","97,2","2,8",0,"601,05","670,66","674,8","641,44","618,02"
COLEGIO SAGRADA FAMILIA,BLUMENAU,Privada,Urbana,86,De 61 a 90 alunos,75,"87,21",80% ou mais,Muito Alto,Maior que 50%,"66,7",96,4,0,"594,49","635,21","652,56","641,53","595,73"
COLEGIO CASTELO LTDA,BLUMENAU,Privada,Urbana,25,De 1 a 30 alunos,21,84,De 60% a 80%,Muito Alto,Maior que 50%,58,"93,1","6,9",0,"550,53","589,52","522,08","588,61","535,57"
COLEGIO ENERGIA,BLUMENAU,Privada,Urbana,114,Mais que 90 alunos,89,"78,07",De 60% a 80%,Muito Alto,Maior que 50%,"56,8","98,3","1,7",0,"570,08","624,72","588,31","610,46","577,34"
SENAI SC BLUMENAU,BLUMENAU,Privada,Urbana,119,Mais que 90 alunos,68,"57,14",De 60% a 80%,Muito Alto,Até 50%,"37,3","95,7","3,6","0,7","555,46","588,24","573,11","600,77","552,77"
EEB ADOLFO JOSE MARTINS,BOM JARDIM DA SERRA,Estadual,Urbana,39,De 31 a 60 alunos,24,"61,54",80% ou mais,Médio Alto,Até 50%,"47,5","80,5","9,7","9,8","489,41","409,17","427,33","531,39","446,56"
EEB HELIO LENTZ PUERTA,BOM JESUS,Estadual,Urbana,24,De 1 a 30 alunos,17,"70,83",De 60% a 80%,Médio Alto,Maior que 50%,"86,1","84,1","2,4","13,5","445,84","411,76","450,47","504,42","456,03"
EEB PROF SILVIO ROMERO,BOM JESUS DO OESTE,Estadual,Urbana,22,De 1 a 30 alunos,12,"54,55",80% ou mais,Médio Alto,Até 50%,50,"90,6","4,7","4,7","494,27",470,"454,72","551,55","489,01"
EEB PREF LEOPOLDO JOSE GUERREIRO,BOMBINHAS,Estadual,Urbana,71,De 61 a 90 alunos,39,"54,93",De 60% a 80%,Médio Alto,Até 50%,"47,4","78,2","14,1","7,7","501,87","432,82","462,21","542,14","471,07"
EEB MARIA RITA FLOR,BOMBINHAS,Estadual,Urbana,102,Mais que 90 alunos,80,"78,43",De 60% a 80%,Médio Alto,Maior que 50%,"57,6","85,7",10,"4,3","514,41","506,75","465,24","548,26","481,54"
EEB DOM JOAQUIM,BRACO DO NORTE,Estadual,Urbana,203,Mais que 90 alunos,136,67,80% ou mais,Médio Alto,Maior que 50%,"56,2","80,2","19,1","0,7","481,05","445,15","458,2","526,47","465,81"
EEB CONEGO NICOLAU GESING,BRACO DO NORTE,Estadual,Urbana,45,De 31 a 60 alunos,26,"57,78",De 60% a 80%,Médio Alto,Até 50%,50,"76,3","8,3","15,4","478,12","470,77","421,13","522,94","446,57"
CENTRO EDUC ESPACO JUNIOR,BRACO DO NORTE,Privada,Urbana,20,De 1 a 30 alunos,10,50,80% ou mais,Alto,Até 50%,50,"97,4","2,6",0,"533,41",544,"555,98","538,09","511,48"
EEB MONS GREGORIO LOCKS,BRUSQUE,Estadual,Urbana,116,Mais que 90 alunos,67,"57,76",80% ou mais,Alto,Maior que 50%,67,"75,7","16,2","8,1","519,83","498,81","481,05","552,9","486,84"
EEB FRANCISCO DE ARAUJO BRUSQUE,BRUSQUE,Estadual,Urbana,103,Mais que 90 alunos,60,"58,25",80% ou mais,Alto,Maior que 50%,"51,9","75,5","14,9","9,6","503,52",504,"443,75","532,44","472,52"
EEB DOM JOAO BECKER,BRUSQUE,Estadual,Urbana,70,De 61 a 90 alunos,43,"61,43",80% ou mais,Alto,Maior que 50%,"59,7","72,1","16,9",11,"516,06","544,65","494,75","560,68","505,98"
EEB GOV IVO SILVEIRA,BRUSQUE,Estadual,Urbana,72,De 61 a 90 alunos,43,"59,72",80% ou mais,Alto,Até 50%,50,"61,9","26,2","11,9","537,86","596,28","503,07","567,13","504,05"
EEB FELICIANO PIRES,BRUSQUE,Estadual,Urbana,167,Mais que 90 alunos,104,"62,28",De 60% a 80%,Alto,Maior que 50%,"54,5","70,8","18,8","10,4","502,08","494,81","469,99","538,38","473,9"
EEB PE LUX,BRUSQUE,Estadual,Urbana,31,De 31 a 60 alunos,18,"58,06",De 40% a 60%,Alto,Maior que 50%,"63,4","66,7","26,7","6,6","509,18","456,67","437,86","530,2","486,58"
